transaction_id,customer_id,product_id,transaction_date,due_date,quantity,gross_amount,discount,net_amount,settled_date,status,late_settlement
T100814,10143,512,28/02/2024,01/03/2024,2,367.16,0,367.16,29/03/2024,Settled,TRUE
T100815,10472,509,28/02/2024,01/03/2024,1,147.18,0,147.18,28/02/2024,Settled,FALSE
T100816,10252,519,28/02/2024,01/03/2024,1,81.9,8.19,73.71,28/02/2024,Settled,FALSE
T100817,10381,507,28/02/2024,01/03/2024,1,187.31,9.37,177.94,28/02/2024,Settled,FALSE
T100818,10087,503,28/02/2024,01/03/2024,1,103.95,5.2,98.75,01/03/2024,Settled,FALSE
T100819,10233,504,28/02/2024,01/03/2024,1,79.03,0,79.03,01/03/2024,Settled,FALSE
T100820,10336,503,28/02/2024,01/03/2024,1,103.95,5.2,98.75,01/03/2024,Settled,FALSE
T100821,10186,518,29/02/2024,02/03/2024,1,152.22,0,152.22,01/03/2024,Settled,FALSE
T100822,10415,519,29/02/2024,02/03/2024,2,163.8,8.19,155.61,10/03/2024,Settled,TRUE
T100823,10316,519,29/02/2024,02/03/2024,1,81.9,0,81.9,01/03/2024,Settled,FALSE
T100824,10286,518,29/02/2024,02/03/2024,1,152.22,0,152.22,02/03/2024,Settled,FALSE
T100825,10427,502,29/02/2024,02/03/2024,1,12.49,0,12.49,14/04/2024,In Arrears,TRUE
T100826,10164,516,29/02/2024,02/03/2024,2,159.66,0,159.66,10/03/2024,Settled,TRUE
T100827,10403,518,29/02/2024,02/03/2024,2,304.44,30.44,274,20/03/2024,Settled,TRUE
T100828,10267,519,29/02/2024,02/03/2024,1,81.9,8.19,73.71,05/03/2024,Settled,TRUE
T100829,10314,518,29/02/2024,02/03/2024,1,152.22,0,152.22,30/03/2024,Settled,TRUE
T100830,10311,518,29/02/2024,02/03/2024,2,304.44,0,304.44,01/03/2024,Settled,FALSE
T100831,10267,506,29/02/2024,02/03/2024,1,121.16,0,121.16,29/02/2024,Settled,FALSE
T100832,10146,519,29/02/2024,02/03/2024,1,81.9,4.1,77.8,02/03/2024,Settled,FALSE
T100833,10009,514,29/02/2024,02/03/2024,1,151.26,0,151.26,02/03/2024,Settled,FALSE
T100834,10194,518,29/02/2024,02/03/2024,1,152.22,7.61,144.61,02/03/2024,Settled,FALSE
T100835,10229,507,29/02/2024,02/03/2024,1,187.31,9.37,177.94,05/03/2024,Settled,TRUE
T100836,10005,505,01/03/2024,03/03/2024,3,465.24,0,465.24,31/03/2024,Settled,TRUE
T100837,10374,519,01/03/2024,03/03/2024,1,81.9,0,81.9,11/03/2024,Settled,TRUE
T100838,10165,518,01/03/2024,03/03/2024,1,152.22,15.22,137,02/03/2024,Settled,FALSE
T100839,10267,519,01/03/2024,03/03/2024,1,81.9,0,81.9,01/03/2024,Settled,FALSE
T100840,10165,502,01/03/2024,03/03/2024,1,12.49,1.25,11.24,31/03/2024,Settled,TRUE
T100841,10101,511,01/03/2024,03/03/2024,1,110.44,0,110.44,30/04/2024,In Arrears,TRUE
T100842,10040,502,01/03/2024,03/03/2024,2,24.98,5,19.98,02/03/2024,Settled,FALSE
T100843,10102,508,01/03/2024,03/03/2024,1,189.86,37.97,151.89,01/03/2024,Settled,FALSE
T100844,10492,510,01/03/2024,03/03/2024,1,99.53,4.98,94.55,21/03/2024,Settled,TRUE
T100845,10017,510,01/03/2024,03/03/2024,1,99.53,9.95,89.58,15/04/2024,In Arrears,TRUE
T100846,10306,512,01/03/2024,03/03/2024,2,367.16,36.72,330.44,02/03/2024,Settled,FALSE
T100847,10379,511,01/03/2024,03/03/2024,1,110.44,5.52,104.92,03/03/2024,Settled,FALSE
T100848,10436,516,01/03/2024,03/03/2024,1,79.83,7.98,71.85,31/03/2024,Settled,TRUE
T100849,10111,516,02/03/2024,04/03/2024,1,79.83,7.98,71.85,03/03/2024,Settled,FALSE
T100850,10361,504,02/03/2024,04/03/2024,2,158.06,0,158.06,02/03/2024,Settled,FALSE
T100851,10110,516,02/03/2024,04/03/2024,1,79.83,0,79.83,02/03/2024,Settled,FALSE
T100852,10015,505,02/03/2024,04/03/2024,3,465.24,93.05,372.19,04/03/2024,Settled,FALSE
T100853,10465,512,02/03/2024,04/03/2024,1,183.58,9.18,174.4,22/03/2024,Settled,TRUE
T100854,10346,504,02/03/2024,04/03/2024,1,79.03,0,79.03,02/03/2024,Settled,FALSE
T100855,10323,510,02/03/2024,04/03/2024,2,199.06,19.91,179.15,02/03/2024,Settled,FALSE
T100856,10202,516,02/03/2024,04/03/2024,1,79.83,7.98,71.85,01/04/2024,Settled,TRUE
T100857,10221,504,02/03/2024,04/03/2024,1,79.03,0,79.03,07/03/2024,Settled,TRUE
T100858,10470,510,02/03/2024,04/03/2024,1,99.53,0,99.53,01/05/2024,In Arrears,TRUE
T100859,10383,510,02/03/2024,04/03/2024,1,99.53,0,99.53,03/03/2024,Settled,FALSE
T100860,10143,517,02/03/2024,04/03/2024,1,166.76,8.34,158.42,02/03/2024,Settled,FALSE
T100861,10351,518,02/03/2024,04/03/2024,1,152.22,0,152.22,22/03/2024,Settled,TRUE
T100862,10468,514,03/03/2024,05/03/2024,1,151.26,7.56,143.7,05/03/2024,Settled,FALSE
T100863,10082,517,03/03/2024,05/03/2024,1,166.76,0,166.76,03/03/2024,Settled,FALSE
T100864,10315,509,03/03/2024,05/03/2024,1,147.18,0,147.18,03/03/2024,Settled,FALSE
T100865,10269,519,03/03/2024,05/03/2024,2,163.8,8.19,155.61,05/03/2024,Settled,FALSE
T100866,10187,503,03/03/2024,05/03/2024,1,103.95,10.4,93.55,04/03/2024,Settled,FALSE
T100867,10262,503,03/03/2024,05/03/2024,1,103.95,0,103.95,08/03/2024,Settled,TRUE
T100868,10463,508,03/03/2024,05/03/2024,1,189.86,0,189.86,03/03/2024,Settled,FALSE
T100869,10186,513,03/03/2024,05/03/2024,1,148.84,7.44,141.4,13/03/2024,Settled,TRUE
T100870,10406,503,03/03/2024,05/03/2024,1,103.95,0,103.95,03/03/2024,Settled,FALSE
T100871,10042,506,03/03/2024,05/03/2024,1,121.16,12.12,109.04,03/03/2024,Settled,FALSE
T100872,10432,505,03/03/2024,05/03/2024,1,155.08,0,155.08,04/03/2024,Settled,FALSE
T100873,10472,504,03/03/2024,05/03/2024,1,79.03,0,79.03,08/03/2024,Settled,TRUE
T100874,10248,510,03/03/2024,05/03/2024,2,199.06,0,199.06,02/05/2024,In Arrears,TRUE
T100875,10409,505,03/03/2024,05/03/2024,1,155.08,0,155.08,08/03/2024,Settled,TRUE
T100876,10003,520,03/03/2024,05/03/2024,1,152.46,0,152.46,04/03/2024,Settled,FALSE
T100877,10440,512,04/03/2024,06/03/2024,1,183.58,0,183.58,05/03/2024,Settled,FALSE
T100878,10101,511,04/03/2024,06/03/2024,1,110.44,0,110.44,18/04/2024,In Arrears,TRUE
T100879,10370,517,04/03/2024,06/03/2024,2,333.52,0,333.52,14/03/2024,Settled,TRUE
T100880,10233,515,04/03/2024,06/03/2024,1,187.56,0,187.56,06/03/2024,Settled,FALSE
T100881,10025,507,04/03/2024,06/03/2024,1,187.31,0,187.31,06/03/2024,Settled,FALSE
T100882,10264,513,04/03/2024,06/03/2024,2,297.68,0,297.68,04/03/2024,Settled,FALSE
T100883,10030,507,04/03/2024,06/03/2024,1,187.31,0,187.31,05/03/2024,Settled,FALSE
T100884,10369,505,05/03/2024,07/03/2024,2,310.16,0,310.16,10/03/2024,Settled,TRUE
T100885,10458,519,05/03/2024,07/03/2024,1,81.9,0,81.9,05/03/2024,Settled,FALSE
T100886,10007,519,05/03/2024,07/03/2024,2,163.8,0,163.8,05/03/2024,Settled,FALSE
T100887,10157,504,05/03/2024,07/03/2024,1,79.03,0,79.03,10/03/2024,Settled,TRUE
T100888,10430,514,05/03/2024,07/03/2024,1,151.26,0,151.26,05/03/2024,Settled,FALSE
T100889,10254,511,05/03/2024,07/03/2024,3,331.32,0,331.32,05/03/2024,Settled,FALSE
T100890,10298,507,06/03/2024,08/03/2024,1,187.31,0,187.31,06/03/2024,Settled,FALSE
T100891,10366,507,06/03/2024,08/03/2024,1,187.31,18.73,168.58,08/03/2024,Settled,FALSE
T100892,10009,518,06/03/2024,08/03/2024,1,152.22,7.61,144.61,06/03/2024,Settled,FALSE
T100893,10273,504,06/03/2024,08/03/2024,1,79.03,0,79.03,08/03/2024,Settled,FALSE
T100894,10059,508,06/03/2024,08/03/2024,1,189.86,9.49,180.37,07/03/2024,Settled,FALSE
T100895,10490,520,06/03/2024,08/03/2024,1,152.46,0,152.46,16/03/2024,Settled,TRUE
T100896,10162,508,06/03/2024,08/03/2024,1,189.86,18.99,170.87,11/03/2024,Settled,TRUE
T100897,10289,519,07/03/2024,09/03/2024,2,163.8,0,163.8,08/03/2024,Settled,FALSE
T100898,10087,513,07/03/2024,09/03/2024,1,148.84,29.77,119.07,09/03/2024,Settled,FALSE
T100899,10052,502,07/03/2024,09/03/2024,1,12.49,1.25,11.24,09/03/2024,Settled,FALSE
T100900,10405,517,07/03/2024,09/03/2024,1,166.76,0,166.76,12/03/2024,Settled,TRUE
T100901,10064,512,07/03/2024,09/03/2024,1,183.58,9.18,174.4,08/03/2024,Settled,FALSE
T100902,10355,508,07/03/2024,09/03/2024,1,189.86,0,189.86,07/03/2024,Settled,FALSE
T100903,10397,516,07/03/2024,09/03/2024,1,79.83,7.98,71.85,07/03/2024,Settled,FALSE
T100904,10150,520,07/03/2024,09/03/2024,1,152.46,7.62,144.84,27/03/2024,Settled,TRUE
T100905,10375,513,07/03/2024,09/03/2024,2,297.68,0,297.68,17/03/2024,Settled,TRUE
T100906,10038,514,07/03/2024,09/03/2024,1,151.26,15.13,136.13,07/03/2024,Settled,FALSE
T100907,10395,517,07/03/2024,09/03/2024,1,166.76,0,166.76,07/03/2024,Settled,FALSE
T100908,10400,512,07/03/2024,09/03/2024,2,367.16,0,367.16,12/03/2024,Settled,TRUE
T100909,10434,515,08/03/2024,10/03/2024,1,187.56,0,187.56,10/03/2024,Settled,FALSE
T100910,10339,502,08/03/2024,10/03/2024,1,12.49,0,12.49,08/03/2024,Settled,FALSE
T100911,10349,507,08/03/2024,10/03/2024,1,187.31,18.73,168.58,09/03/2024,Settled,FALSE
T100912,10104,519,08/03/2024,10/03/2024,1,81.9,8.19,73.71,28/03/2024,Settled,TRUE
T100913,10449,502,08/03/2024,10/03/2024,1,12.49,1.25,11.24,09/03/2024,Settled,FALSE
T100914,10461,510,08/03/2024,10/03/2024,2,199.06,0,199.06,10/03/2024,Settled,FALSE
T100915,10452,520,08/03/2024,10/03/2024,1,152.46,15.25,137.21,09/03/2024,Settled,FALSE
T100916,10157,520,08/03/2024,10/03/2024,1,152.46,0,152.46,08/03/2024,Settled,FALSE
T100917,10323,510,08/03/2024,10/03/2024,1,99.53,0,99.53,09/03/2024,Settled,FALSE
T100918,10242,505,08/03/2024,10/03/2024,1,155.08,0,155.08,07/05/2024,In Arrears,TRUE
T100919,10217,515,08/03/2024,10/03/2024,1,187.56,9.38,178.18,28/03/2024,Settled,TRUE
T100920,10415,518,09/03/2024,11/03/2024,1,152.22,0,152.22,10/03/2024,Settled,FALSE
T100921,10084,506,09/03/2024,11/03/2024,1,121.16,6.06,115.1,14/03/2024,Settled,TRUE
T100922,10253,507,09/03/2024,11/03/2024,1,187.31,0,187.31,14/03/2024,Settled,TRUE
T100923,10305,510,09/03/2024,11/03/2024,2,199.06,0,199.06,09/03/2024,Settled,FALSE
T100924,10291,507,09/03/2024,11/03/2024,1,187.31,9.37,177.94,09/03/2024,Settled,FALSE
T100925,10052,504,09/03/2024,11/03/2024,2,158.06,0,158.06,29/03/2024,Settled,TRUE
T100926,10020,519,09/03/2024,11/03/2024,1,81.9,0,81.9,10/03/2024,Settled,FALSE
T100927,10313,509,09/03/2024,11/03/2024,2,294.36,14.72,279.64,11/03/2024,Settled,FALSE
T100928,10210,511,09/03/2024,11/03/2024,1,110.44,0,110.44,09/03/2024,Settled,FALSE
T100929,10291,510,09/03/2024,11/03/2024,1,99.53,9.95,89.58,19/03/2024,Settled,TRUE
T100930,10364,510,09/03/2024,11/03/2024,1,99.53,9.95,89.58,08/05/2024,In Arrears,TRUE
T100931,10229,520,09/03/2024,11/03/2024,1,152.46,0,152.46,29/03/2024,Settled,TRUE
T100932,10461,506,09/03/2024,11/03/2024,1,121.16,6.06,115.1,29/03/2024,Settled,TRUE
T100933,10456,503,09/03/2024,11/03/2024,1,103.95,5.2,98.75,08/05/2024,In Arrears,TRUE
T100934,10326,512,10/03/2024,12/03/2024,1,183.58,0,183.58,15/03/2024,Settled,TRUE
T100935,10449,506,10/03/2024,12/03/2024,1,121.16,0,121.16,12/03/2024,Settled,FALSE
T100936,10416,518,10/03/2024,12/03/2024,2,304.44,0,304.44,15/03/2024,Settled,TRUE
T100937,10045,511,10/03/2024,12/03/2024,1,110.44,0,110.44,12/03/2024,Settled,FALSE
T100938,10238,505,10/03/2024,12/03/2024,1,155.08,0,155.08,15/03/2024,Settled,TRUE
T100939,10489,505,10/03/2024,12/03/2024,1,155.08,7.75,147.33,11/03/2024,Settled,FALSE
T100940,10327,501,10/03/2024,12/03/2024,1,190.32,0,190.32,12/03/2024,Settled,FALSE
T100941,10091,512,10/03/2024,12/03/2024,2,367.16,0,367.16,11/03/2024,Settled,FALSE
T100942,10483,513,11/03/2024,13/03/2024,1,148.84,0,148.84,16/03/2024,Settled,TRUE
T100943,10427,508,11/03/2024,13/03/2024,2,379.72,0,379.72,11/03/2024,Settled,FALSE
T100944,10337,512,11/03/2024,13/03/2024,1,183.58,18.36,165.22,13/03/2024,Settled,FALSE
T100945,10437,513,11/03/2024,13/03/2024,2,297.68,29.77,267.91,21/03/2024,Settled,TRUE
T100946,10270,502,11/03/2024,13/03/2024,1,12.49,0,12.49,11/03/2024,Settled,FALSE
T100947,10104,513,11/03/2024,13/03/2024,1,148.84,0,148.84,21/03/2024,Settled,TRUE
T100948,10186,519,11/03/2024,13/03/2024,2,163.8,8.19,155.61,21/03/2024,Settled,TRUE
T100949,10230,515,11/03/2024,13/03/2024,2,375.12,0,375.12,21/03/2024,Settled,TRUE
T100950,10411,516,11/03/2024,13/03/2024,1,79.83,0,79.83,13/03/2024,Settled,FALSE
T100951,10003,509,11/03/2024,13/03/2024,1,147.18,0,147.18,31/03/2024,Settled,TRUE
T100952,10374,508,11/03/2024,13/03/2024,1,189.86,9.49,180.37,21/03/2024,Settled,TRUE
T100953,10352,506,11/03/2024,13/03/2024,1,121.16,0,121.16,10/04/2024,Settled,TRUE
T100954,10163,519,12/03/2024,14/03/2024,1,81.9,8.19,73.71,11/04/2024,Settled,TRUE
T100955,10162,503,12/03/2024,14/03/2024,1,103.95,5.2,98.75,22/03/2024,Settled,TRUE
T100956,10235,509,12/03/2024,14/03/2024,1,147.18,0,147.18,12/03/2024,Settled,FALSE
T100957,10088,505,12/03/2024,14/03/2024,1,155.08,0,155.08,26/04/2024,In Arrears,TRUE
T100958,10326,508,12/03/2024,14/03/2024,2,379.72,37.97,341.75,14/03/2024,Settled,FALSE
T100959,10418,502,12/03/2024,14/03/2024,1,12.49,0,12.49,13/03/2024,Settled,FALSE
T100960,10174,510,12/03/2024,14/03/2024,1,99.53,4.98,94.55,17/03/2024,Settled,TRUE
T100961,10445,509,12/03/2024,14/03/2024,1,147.18,0,147.18,12/03/2024,Settled,FALSE
T100962,10267,519,12/03/2024,14/03/2024,2,163.8,16.38,147.42,14/03/2024,Settled,FALSE
T100963,10348,517,12/03/2024,14/03/2024,1,166.76,16.68,150.08,13/03/2024,Settled,FALSE
T100964,10209,513,12/03/2024,14/03/2024,1,148.84,0,148.84,12/03/2024,Settled,FALSE
T100965,10185,509,13/03/2024,15/03/2024,2,294.36,0,294.36,18/03/2024,Settled,TRUE
T100966,10119,502,13/03/2024,15/03/2024,1,12.49,0,12.49,15/03/2024,Settled,FALSE
T100967,10247,516,13/03/2024,15/03/2024,1,79.83,0,79.83,02/04/2024,Settled,TRUE
T100968,10273,509,13/03/2024,15/03/2024,1,147.18,0,147.18,18/03/2024,Settled,TRUE
T100969,10455,516,13/03/2024,15/03/2024,1,79.83,0,79.83,18/03/2024,Settled,TRUE
T100970,10054,506,13/03/2024,15/03/2024,1,121.16,6.06,115.1,18/03/2024,Settled,TRUE
T100971,10285,513,13/03/2024,15/03/2024,2,297.68,0,297.68,23/03/2024,Settled,TRUE
T100972,10233,502,13/03/2024,15/03/2024,1,12.49,0,12.49,15/03/2024,Settled,FALSE
T100973,10356,501,13/03/2024,15/03/2024,1,190.32,0,190.32,15/03/2024,Settled,FALSE
T100974,10251,516,13/03/2024,15/03/2024,1,79.83,15.97,63.86,12/04/2024,Settled,TRUE
T100975,10009,508,13/03/2024,15/03/2024,3,569.58,28.48,541.1,14/03/2024,Settled,FALSE
T100976,10311,514,13/03/2024,15/03/2024,1,151.26,7.56,143.7,15/03/2024,Settled,FALSE
T100977,10336,517,13/03/2024,15/03/2024,2,333.52,16.68,316.84,15/03/2024,Settled,FALSE
T100978,10344,516,13/03/2024,15/03/2024,2,159.66,15.97,143.69,13/03/2024,Settled,FALSE
T100979,10169,510,13/03/2024,15/03/2024,1,99.53,9.95,89.58,14/03/2024,Settled,FALSE
T100980,10208,512,13/03/2024,15/03/2024,3,550.74,27.54,523.2,23/03/2024,Settled,TRUE
T100981,10245,514,13/03/2024,15/03/2024,1,151.26,7.56,143.7,15/03/2024,Settled,FALSE
T100982,10030,501,13/03/2024,15/03/2024,1,190.32,0,190.32,14/03/2024,Settled,FALSE
T100983,10268,512,14/03/2024,16/03/2024,1,183.58,0,183.58,15/03/2024,Settled,FALSE
T100984,10129,513,14/03/2024,16/03/2024,1,148.84,29.77,119.07,16/03/2024,Settled,FALSE
T100985,10046,511,14/03/2024,16/03/2024,2,220.88,0,220.88,14/03/2024,Settled,FALSE
T100986,10234,503,14/03/2024,16/03/2024,2,207.9,10.4,197.5,19/03/2024,Settled,TRUE
T100987,10080,510,14/03/2024,16/03/2024,1,99.53,0,99.53,13/05/2024,In Arrears,TRUE
T100988,10337,508,14/03/2024,16/03/2024,1,189.86,0,189.86,14/03/2024,Settled,FALSE
T100989,10148,513,14/03/2024,16/03/2024,1,148.84,0,148.84,24/03/2024,Settled,TRUE
T100990,10239,506,14/03/2024,16/03/2024,1,121.16,0,121.16,19/03/2024,Settled,TRUE
T100991,10258,510,14/03/2024,16/03/2024,1,99.53,4.98,94.55,14/03/2024,Settled,FALSE
T100992,10136,518,14/03/2024,16/03/2024,2,304.44,0,304.44,24/03/2024,Settled,TRUE
T100993,10462,509,14/03/2024,16/03/2024,1,147.18,0,147.18,14/03/2024,Settled,FALSE
T100994,10196,517,14/03/2024,16/03/2024,2,333.52,0,333.52,14/03/2024,Settled,FALSE
T100995,10235,503,14/03/2024,16/03/2024,1,103.95,20.79,83.16,24/03/2024,Settled,TRUE
T100996,10242,508,14/03/2024,16/03/2024,1,189.86,9.49,180.37,14/03/2024,Settled,FALSE
T100997,10336,509,14/03/2024,16/03/2024,1,147.18,0,147.18,16/03/2024,Settled,FALSE
T100998,10031,509,14/03/2024,16/03/2024,3,441.54,22.08,419.46,19/03/2024,Settled,TRUE
T100999,10245,514,15/03/2024,17/03/2024,1,151.26,0,151.26,17/03/2024,Settled,FALSE
T101000,10472,511,15/03/2024,17/03/2024,1,110.44,0,110.44,15/03/2024,Settled,FALSE
T101001,10238,502,15/03/2024,17/03/2024,2,24.98,0,24.98,16/03/2024,Settled,FALSE
T101002,10491,519,15/03/2024,17/03/2024,3,245.7,12.29,233.41,15/03/2024,Settled,FALSE
T101003,10452,520,15/03/2024,17/03/2024,1,152.46,7.62,144.84,17/03/2024,Settled,FALSE
T101004,10432,505,15/03/2024,17/03/2024,2,310.16,15.51,294.65,15/03/2024,Settled,FALSE
T101005,10152,515,15/03/2024,17/03/2024,1,187.56,18.76,168.8,25/03/2024,Settled,TRUE
T101006,10189,501,15/03/2024,17/03/2024,1,190.32,9.52,180.8,16/03/2024,Settled,FALSE
T101007,10063,517,15/03/2024,17/03/2024,2,333.52,0,333.52,17/03/2024,Settled,FALSE
T101008,10051,517,15/03/2024,17/03/2024,1,166.76,0,166.76,17/03/2024,Settled,FALSE
T101009,10203,504,15/03/2024,17/03/2024,1,79.03,0,79.03,17/03/2024,Settled,FALSE
T101010,10138,520,15/03/2024,17/03/2024,2,304.92,0,304.92,20/03/2024,Settled,TRUE
T101011,10066,501,15/03/2024,17/03/2024,1,190.32,19.03,171.29,15/03/2024,Settled,FALSE
T101012,10190,520,16/03/2024,18/03/2024,1,152.46,0,152.46,05/04/2024,Settled,TRUE
T101013,10120,520,16/03/2024,18/03/2024,1,152.46,7.62,144.84,18/03/2024,Settled,FALSE
T101014,10225,507,16/03/2024,18/03/2024,1,187.31,9.37,177.94,18/03/2024,Settled,FALSE
T101015,10059,504,16/03/2024,18/03/2024,1,79.03,15.81,63.22,17/03/2024,Settled,FALSE
T101016,10012,513,16/03/2024,18/03/2024,1,148.84,7.44,141.4,18/03/2024,Settled,FALSE
T101017,10163,502,16/03/2024,18/03/2024,1,12.49,0,12.49,18/03/2024,Settled,FALSE
T101018,10030,503,16/03/2024,18/03/2024,1,103.95,5.2,98.75,26/03/2024,Settled,TRUE
T101019,10394,513,16/03/2024,18/03/2024,1,148.84,0,148.84,21/03/2024,Settled,TRUE
T101020,10055,514,16/03/2024,18/03/2024,1,151.26,0,151.26,17/03/2024,Settled,FALSE
T101021,10399,518,16/03/2024,18/03/2024,2,304.44,30.44,274,17/03/2024,Settled,FALSE
T101022,10083,508,16/03/2024,18/03/2024,1,189.86,0,189.86,21/03/2024,Settled,TRUE
T101023,10186,505,16/03/2024,18/03/2024,1,155.08,0,155.08,16/03/2024,Settled,FALSE
T101024,10141,505,16/03/2024,18/03/2024,1,155.08,7.75,147.33,18/03/2024,Settled,FALSE
T101025,10429,510,16/03/2024,18/03/2024,1,99.53,19.91,79.62,17/03/2024,Settled,FALSE
T101026,10224,503,16/03/2024,18/03/2024,1,103.95,0,103.95,17/03/2024,Settled,FALSE
T101027,10078,513,16/03/2024,18/03/2024,1,148.84,0,148.84,18/03/2024,Settled,FALSE
T101028,10153,508,16/03/2024,18/03/2024,1,189.86,0,189.86,26/03/2024,Settled,TRUE
T101029,10156,516,16/03/2024,18/03/2024,1,79.83,15.97,63.86,18/03/2024,Settled,FALSE
T101030,10156,508,17/03/2024,19/03/2024,1,189.86,0,189.86,16/04/2024,Settled,TRUE
T101031,10443,502,17/03/2024,19/03/2024,1,12.49,1.25,11.24,22/03/2024,Settled,TRUE
T101032,10385,509,17/03/2024,19/03/2024,1,147.18,0,147.18,22/03/2024,Settled,TRUE
T101033,10499,511,17/03/2024,19/03/2024,3,331.32,16.57,314.75,18/03/2024,Settled,FALSE
T101034,10394,512,17/03/2024,19/03/2024,1,183.58,0,183.58,19/03/2024,Settled,FALSE
T101035,10024,508,17/03/2024,19/03/2024,1,189.86,0,189.86,16/04/2024,Settled,TRUE
T101036,10084,517,17/03/2024,19/03/2024,1,166.76,0,166.76,01/05/2024,In Arrears,TRUE
T101037,10163,509,17/03/2024,19/03/2024,1,147.18,0,147.18,01/05/2024,In Arrears,TRUE
T101038,10263,514,17/03/2024,19/03/2024,1,151.26,15.13,136.13,19/03/2024,Settled,FALSE
T101039,10452,508,18/03/2024,20/03/2024,1,189.86,37.97,151.89,18/03/2024,Settled,FALSE
T101040,10456,508,18/03/2024,20/03/2024,1,189.86,18.99,170.87,18/03/2024,Settled,FALSE
T101041,10295,506,18/03/2024,20/03/2024,1,121.16,6.06,115.1,18/03/2024,Settled,FALSE
T101042,10015,514,18/03/2024,20/03/2024,2,302.52,15.13,287.39,19/03/2024,Settled,FALSE
T101043,10054,506,18/03/2024,20/03/2024,1,121.16,0,121.16,18/03/2024,Settled,FALSE
T101044,10379,510,18/03/2024,20/03/2024,1,99.53,0,99.53,18/03/2024,Settled,FALSE
T101045,10411,519,18/03/2024,20/03/2024,3,245.7,0,245.7,19/03/2024,Settled,FALSE
T101046,10317,501,18/03/2024,20/03/2024,1,190.32,0,190.32,18/03/2024,Settled,FALSE
T101047,10374,504,18/03/2024,20/03/2024,2,158.06,0,158.06,20/03/2024,Settled,FALSE
T101048,10177,517,18/03/2024,20/03/2024,1,166.76,16.68,150.08,23/03/2024,Settled,TRUE
T101049,10194,518,18/03/2024,20/03/2024,1,152.22,0,152.22,20/03/2024,Settled,FALSE
T101050,10384,507,18/03/2024,20/03/2024,1,187.31,0,187.31,18/03/2024,Settled,FALSE
T101051,10309,514,18/03/2024,20/03/2024,1,151.26,0,151.26,18/03/2024,Settled,FALSE
T101052,10173,501,18/03/2024,20/03/2024,1,190.32,9.52,180.8,20/03/2024,Settled,FALSE
T101053,10005,511,18/03/2024,20/03/2024,1,110.44,0,110.44,18/03/2024,Settled,FALSE
T101054,10074,505,18/03/2024,20/03/2024,1,155.08,0,155.08,17/05/2024,In Arrears,TRUE
T101055,10310,515,18/03/2024,20/03/2024,1,187.56,0,187.56,19/03/2024,Settled,FALSE
T101056,10068,507,18/03/2024,20/03/2024,1,187.31,18.73,168.58,18/03/2024,Settled,FALSE
T101057,10362,503,19/03/2024,21/03/2024,1,103.95,10.4,93.55,03/05/2024,In Arrears,TRUE
T101058,10232,506,19/03/2024,21/03/2024,1,121.16,0,121.16,18/05/2024,In Arrears,TRUE
T101059,10067,518,19/03/2024,21/03/2024,1,152.22,15.22,137,24/03/2024,Settled,TRUE
T101060,10143,510,19/03/2024,21/03/2024,1,99.53,9.95,89.58,29/03/2024,Settled,TRUE
T101061,10298,504,19/03/2024,21/03/2024,1,79.03,7.9,71.13,20/03/2024,Settled,FALSE
T101062,10094,512,19/03/2024,21/03/2024,1,183.58,9.18,174.4,24/03/2024,Settled,TRUE
T101063,10366,516,19/03/2024,21/03/2024,2,159.66,0,159.66,18/04/2024,Settled,TRUE
T101064,10315,502,19/03/2024,21/03/2024,1,12.49,1.25,11.24,19/03/2024,Settled,FALSE
T101065,10416,514,19/03/2024,21/03/2024,1,151.26,0,151.26,18/04/2024,Settled,TRUE
T101066,10412,502,19/03/2024,21/03/2024,1,12.49,0,12.49,24/03/2024,Settled,TRUE
T101067,10307,513,19/03/2024,21/03/2024,1,148.84,0,148.84,20/03/2024,Settled,FALSE
T101068,10449,517,19/03/2024,21/03/2024,1,166.76,33.35,133.41,29/03/2024,Settled,TRUE
T101069,10415,502,19/03/2024,21/03/2024,3,37.47,3.75,33.72,21/03/2024,Settled,FALSE
T101070,10393,515,19/03/2024,21/03/2024,1,187.56,37.51,150.05,29/03/2024,Settled,TRUE
T101071,10383,515,20/03/2024,22/03/2024,1,187.56,0,187.56,22/03/2024,Settled,FALSE
T101072,10039,502,20/03/2024,22/03/2024,1,12.49,0,12.49,22/03/2024,Settled,FALSE
T101073,10208,503,20/03/2024,22/03/2024,1,103.95,0,103.95,30/03/2024,Settled,TRUE
T101074,10240,502,20/03/2024,22/03/2024,1,12.49,1.25,11.24,21/03/2024,Settled,FALSE
T101075,10362,503,20/03/2024,22/03/2024,1,103.95,0,103.95,19/05/2024,In Arrears,TRUE
T101076,10213,502,20/03/2024,22/03/2024,1,12.49,0,12.49,20/03/2024,Settled,FALSE
T101077,10174,506,20/03/2024,22/03/2024,1,121.16,6.06,115.1,30/03/2024,Settled,TRUE
T101078,10330,512,20/03/2024,22/03/2024,2,367.16,73.43,293.73,19/04/2024,Settled,TRUE
T101079,10062,511,20/03/2024,22/03/2024,1,110.44,0,110.44,20/03/2024,Settled,FALSE
T101080,10494,507,20/03/2024,22/03/2024,1,187.31,0,187.31,22/03/2024,Settled,FALSE
T101081,10136,501,20/03/2024,22/03/2024,2,380.64,38.06,342.58,20/03/2024,Settled,FALSE
